client_id,first_name,last_name,email,passport_id,registration_date,status,age,gender,income_level,last_active_date,community_id,transaction_frequency
client_256,Sonia,Alekseeva,client256@ex.com,AB0256123,2023-06-29,active,28,female,medium,2025-02-18,2,low
client_257,Vitaly,Tarasov,client257@ex.com,AB0257123,2024-04-10,active,33,male,medium,2025-03-07,2,low
client_258,Vera,Fomina,client258@ex.com,AB0258123,2023-09-01,active,25,female,low,2025-04-11,2,low
client_259,Mark,Voronov,client259@ex.com,AB0259123,2024-11-24,active,31,male,medium,2025-03-04,2,medium
client_260,Zlata,Kalinina,client260@ex.com,AB0260123,2023-02-13,active,29,female,high,2025-02-21,2,low
client_261,Daniil,Mikhailov,client261@ex.com,AB0261123,2024-08-04,active,34,male,medium,2025-04-03,2,low
client_262,Eva,Nikitina,client262@ex.com,AB0262123,2023-12-17,active,26,female,low,2025-03-26,2,low
client_263,Arseniy,Veselov,client263@ex.com,AB0263123,2024-03-06,active,32,male,medium,2025-04-17,2,medium
client_264,Margarita,Kulikova,client264@ex.com,AB0264123,2023-07-24,active,27,female,medium,2025-02-10,2,low
client_265,Zakhar,Osipov,client265@ex.com,AB0265123,2024-10-15,active,30,male,low,2025-03-29,2,low
client_266,Vasilisa,Belova,client266@ex.com,AB0266123,2023-04-07,active,35,female,medium,2025-04-07,2,low
client_267,Platon,Fedotov,client267@ex.com,AB0267123,2024-06-30,active,28,male,high,2025-02-28,2,medium
client_268,Mila,Dorofeeva,client268@ex.com,AB0268123,2023-01-22,active,33,female,medium,2025-03-21,2,low
client_269,Semyon,Rodionov,client269@ex.com,AB0269123,2024-05-13,active,25,male,low,2025-04-13,2,low
client_270,Lilia,Trofimova,client270@ex.com,AB0270123,2023-11-26,active,31,female,medium,2025-02-04,2,low
client_271,Lev,Ustinov,client271@ex.com,AB0271123,2024-09-17,active,29,male,medium,2025-03-23,2,medium
client_272,Alisa,Isakov,client272@ex.com,AB0272123,2023-03-30,active,34,female,low,2025-04-06,2,low
client_273,Timur,Panov,client273@ex.com,AB0273123,2024-07-21,active,26,male,medium,2025-02-27,2,low
client_274,Kira,Lobanova,client274@ex.com,AB0274123,2023-08-14,active,32,female,high,2025-03-16,2,low
client_275,Yuri,Konovalov,client275@ex.com,AB0275123,2024-01-05,active,27,male,medium,2025-04-24,2,medium
client_276,Miroslava,Fedoseeva,client276@ex.com,AB0276123,2023-10-28,active,30,female,low,2025-02-17,2,low
client_277,Vladislav,Merkushev,client277@ex.com,AB0277123,2024-12-13,active,35,male,medium,2025-03-10,2,low
client_278,Taisia,Nekrasova,client278@ex.com,AB0278123,2023-06-05,active,28,female,medium,2025-04-20,2,low
client_279,Stepan,Karpov,client279@ex.com,AB0279123,2024-04-26,active,33,male,low,2025-03-13,2,medium
client_280,Vlada,Bykov,client280@ex.com,AB0280123,2023-09-13,active,25,female,medium,2025-02-06,2,low
client_281,Bogdan,Gerasimov,client281@ex.com,AB0281123,2024-11-04,active,31,male,high,2025-04-01,2,low
client_282,Evelina,Danilova,client282@ex.com,AB0282123,2023-02-25,active,29,female,medium,2025-03-25,2,low
client_283,Adam,Zhuravlev,client283@ex.com,AB0283123,2024-08-20,active,34,male,low,2025-04-18,2,medium
client_284,Amina,Tretyakova,client284@ex.com,AB0284123,2023-12-11,active,26,female,medium,2025-02-11,2,low
client_285,Miron,Vorontsov,client285@ex.com,AB0285123,2024-03-22,active,32,male,medium,2025-03-31,2,low
client_286,Varvara,Ermakova,client286@ex.com,AB0286123,2023-07-08,active,27,female,low,2025-04-09,2,low
client_287,Ruslan,Seleznyov,client287@ex.com,AB0287123,2024-10-19,active,30,male,medium,2025-02-02,2,medium
client_288,Miroslav,Ovchinnikova,client288@ex.com,AB0288123,2023-04-11,active,35,female,high,2025-03-22,2,low
client_289,Yaroslav,Larionov,client289@ex.com,AB0289123,2024-06-02,active,28,male,medium,2025-04-15,2,low
client_290,Polina,Demidova,client290@ex.com,AB0290123,2023-01-26,active,33,female,low,2025-02-08,2,low
client_291,Rodion,Kalashnikov,client291@ex.com,AB0291123,2024-05-17,active,25,male,medium,2025-03-27,2,medium
client_292,Vasilina,Nesterova,client292@ex.com,AB0292123,2023-11-10,active,31,female,medium,2025-04-05,2,low
client_293,Svyatoslav,Gorshkov,client293@ex.com,AB0293123,2024-09-21,active,29,male,low,2025-02-26,2,low
client_294,Darya,Mayorova,client294@ex.com,AB0294123,2023-03-04,active,34,female,medium,2025-03-19,2,low
client_295,Vsevolod,Chernov,client295@ex.com,AB0295123,2024-07-25,active,26,male,high,2025-04-12,2,medium
client_296,Angelina,Simonova,client296@ex.com,AB0296123,2023-08-18,active,32,female,medium,2025-03-05,2,low
client_297,Grigory,Prokhorov,client297@ex.com,AB0297123,2024-01-09,active,27,male,low,2025-04-23,2,low
client_298,Nadezhda,Kazakova,client298@ex.com,AB0298123,2023-10-22,active,30,female,medium,2025-02-16,2,low
client_299,David,Afanasyev,client299@ex.com,AB0299123,2024-12-03,active,35,male,medium,2025-03-09,2,medium
client_300,Viktoria,Fedotova,client300@ex.com,AB0300123,2023-06-17,active,28,female,low,2025-04-28,2,low
client_301,Wei,Chen,client301@ex.com,AB0301123,2023-09-15,active,31,male,high,2025-03-12,3,low
client_302,Jing,Li,client302@ex.com,AB0302123,2024-02-27,active,26,female,medium,2025-04-22,3,medium
client_303,Ming,Zhang,client303@ex.com,AB0303123,2023-05-04,active,33,male,medium,2025-02-16,3,low
client_304,Fang,Wang,client304@ex.com,AB0304123,2024-08-19,active,28,female,low,2025-03-25,3,low
client_305,Chao,Liu,client305@ex.com,AB0305123,2023-11-30,active,35,male,medium,2025-04-07,3,medium
client_306,Xiu,Yang,client306@ex.com,AB0306123,2024-03-11,active,24,female,high,2025-02-28,3,low
client_307,Lei,Huang,client307@ex.com,AB0307123,2023-07-22,active,32,male,medium,2025-03-17,3,low
client_308,Mei,Wu,client308@ex.com,AB0308123,2024-10-05,active,27,female,low,2025-04-30,3,low
client_309,Tao,Zhou,client309@ex.com,AB0309123,2023-01-16,active,34,male,medium,2025-02-23,3,medium
client_310,Lin,Zhu,client310@ex.com,AB0310123,2024-04-28,active,29,female,medium,2025-03-14,3,low
client_311,Jian,Sun,client311@ex.com,AB0311123,2023-12-09,active,25,male,low,2025-04-04,3,low
client_312,Yan,Ma,client312@ex.com,AB0312123,2024-06-20,active,33,female,medium,2025-02-25,3,medium
client_313,Feng,Gao,client313@ex.com,AB0313123,2023-09-01,active,30,male,high,2025-03-18,3,low
client_314,Ling,Lin,client314@ex.com,AB0314123,2024-01-13,active,26,female,medium,2025-04-11,3,low
client_315,Hao,He,client315@ex.com,AB0315123,2023-04-24,active,31,male,low,2025-02-04,3,low
client_316,Qian,Luo,client316@ex.com,AB0316123,2024-08-05,active,28,female,medium,2025-03-27,3,medium
client_317,Jun,Tang,client317@ex.com,AB0317123,2023-11-16,active,35,male,medium,2025-04-20,3,low
client_318,Hong,Xu,client318@ex.com,AB0318123,2024-02-27,active,24,female,low,2025-02-13,3,low
client_319,Gang,Deng,client319@ex.com,AB0319123,2023-07-08,active,32,male,medium,2025-03-06,3,low
client_320,Hui,Feng,client320@ex.com,AB0320123,2024-10-19,active,27,female,high,2025-04-25,3,medium
client_321,Bo,Cao,client321@ex.com,AB0321123,2023-01-30,active,34,male,medium,2025-02-18,3,low
client_322,Na,Peng,client322@ex.com,AB0322123,2024-05-12,active,29,female,low,2025-03-11,3,low
client_323,Yi,Hu,client323@ex.com,AB0323123,2023-12-23,active,25,male,medium,2025-04-01,3,medium
client_324,Xue,Tian,client324@ex.com,AB0324123,2024-07-04,active,33,female,medium,2025-02-22,3,low
client_325,Bin,Xiao,client325@ex.com,AB0325123,2023-09-15,active,30,male,low,2025-03-15,3,low
client_326,Juan,Song,client326@ex.com,AB0326123,2024-01-27,active,26,female,medium,2025-04-08,3,low
client_327,Dong,Jin,client327@ex.com,AB0327123,2023-04-08,active,31,male,high,2025-02-01,3,medium
client_328,Li,Yuan,client328@ex.com,AB0328123,2024-08-19,active,28,female,medium,2025-03-24,3,low
client_329,Ping,Zheng,client329@ex.com,AB0329123,2023-11-30,active,35,male,low,2025-04-17,3,low
client_330,Wen,Cai,client330@ex.com,AB0330123,2024-03-12,active,24,female,medium,2025-02-10,3,medium
client_331,Jie,Liang,client331@ex.com,AB0331123,2023-07-23,active,32,male,medium,2025-03-03,3,low
client_332,Xin,Han,client332@ex.com,AB0332123,2024-10-04,active,27,female,low,2025-04-22,3,low
client_333,Kun,Bai,client333@ex.com,AB0333123,2023-01-15,active,34,male,medium,2025-02-15,3,low
client_334,Fei,Shi,client334@ex.com,AB0334123,2024-04-27,active,29,female,high,2025-03-08,3,medium
client_335,Shu,Dai,client335@ex.com,AB0335123,2023-12-08,active,25,male,medium,2025-04-29,3,low
client_336,Yu,Pan,client336@ex.com,AB0336123,2024-06-19,active,33,female,low,2025-02-21,3,low
client_337,Yong,Du,client337@ex.com,AB0337123,2023-09-30,active,30,male,medium,2025-03-14,3,medium
client_338,Zhen,Qian,client338@ex.com,AB0338123,2024-01-12,active,26,female,medium,2025-04-07,3,low
client_339,Cheng,Jiang,client339@ex.com,AB0339123,2023-04-23,active,31,male,low,2025-02-28,3,low
client_340,Xia,Qin,client340@ex.com,AB0340123,2024-08-04,active,28,female,medium,2025-03-21,3,low
client_341,Sheng,Fu,client341@ex.com,AB0341123,2023-11-15,active,35,male,high,2025-04-14,3,medium
client_342,Jia,Xie,client342@ex.com,AB0342123,2024-02-26,active,24,female,medium,2025-02-07,3,low
client_343,De,Guo,client343@ex.com,AB0343123,2023-07-07,active,32,male,low,2025-03-30,3,low
client_344,Hua,Ye,client344@ex.com,AB0344123,2024-10-18,active,27,female,medium,2025-04-23,3,medium
client_345,Liang,Kong,client345@ex.com,AB0345123,2023-01-29,active,34,male,medium,2025-02-16,3,low
client_346,Ru,Su,client346@ex.com,AB0346123,2024-05-11,active,29,female,low,2025-03-09,3,low
client_347,Peng,Lu,client347@ex.com,AB0347123,2023-12-22,active,25,male,medium,2025-04-02,3,low
client_348,Ying,Ding,client348@ex.com,AB0348123,2024-07-03,active,33,female,high,2025-02-23,3,medium
client_349,Qiang,Ren,client349@ex.com,AB0349123,2023-09-14,active,30,male,medium,2025-03-16,3,low
client_350,Ning,Gong,client350@ex.com,AB0350123,2024-01-26,active,26,female,low,2025-04-09,3,low
client_351,Long,Xia,client351@ex.com,AB0351123,2023-04-07,active,31,male,medium,2025-02-02,3,medium
client_352,Rong,Zhong,client352@ex.com,AB0352123,2024-08-18,active,28,female,medium,2025-03-25,3,low
client_353,Zhi,Meng,client353@ex.com,AB0353123,2023-11-29,active,35,male,low,2025-04-18,3,low
client_354,Lan,Qiu,client354@ex.com,AB0354123,2024-03-11,active,24,female,medium,2025-02-11,3,low
client_355,Chang,Tan,client355@ex.com,AB0355123,2023-07-22,active,32,male,high,2025-03-04,3,medium
client_356,Ting,Shen,client356@ex.com,AB0356123,2024-10-03,active,27,female,medium,2025-04-25,3,low
client_357,Guang,Yu,client357@ex.com,AB0357123,2023-01-14,active,34,male,low,2025-02-18,3,low
client_358,Jiao,Zou,client358@ex.com,AB0358123,2024-04-26,active,29,female,medium,2025-03-11,3,medium
client_359,Tian,Cui,client359@ex.com,AB0359123,2023-12-07,active,25,male,medium,2025-04-04,3,low
client_360,Mei,Cheng,client360@ex.com,AB0360123,2024-06-18,active,33,female,low,2025-02-27,3,low
client_361,Yun,Wei,client361@ex.com,AB0361123,2023-09-29,active,30,male,medium,2025-03-20,3,low
client_362,Xiang,Yan,client362@ex.com,AB0362123,2024-01-11,active,26,female,high,2025-04-13,3,medium
client_363,Shun,Xue,client363@ex.com,AB0363123,2023-04-22,active,31,male,medium,2025-02-06,3,low
client_364,Qing,Fang,client364@ex.com,AB0364123,2024-08-03,active,28,female,low,2025-03-29,3,low
client_365,An,Hou,client365@ex.com,AB0365123,2023-11-14,active,35,male,medium,2025-04-22,3,medium
client_366,Yue,Gu,client366@ex.com,AB0366123,2024-02-25,active,24,female,medium,2025-02-15,3,low
client_367,Tai,Duan,client367@ex.com,AB0367123,2023-07-06,active,32,male,low,2025-03-08,3,low
client_368,Min,Luo,client368@ex.com,AB0368123,2024-10-17,active,27,female,medium,2025-04-01,3,low
client_369,Kang,Yin,client369@ex.com,AB0369123,2023-01-28,active,34,male,high,2025-02-22,3,medium
client_370,Shen,Guan,client370@ex.com,AB0370123,2024-05-10,active,29,female,medium,2025-03-15,3,low
client_371,Mao,Long,client371@ex.com,AB0371123,2023-12-21,active,25,male,low,2025-04-08,3,low
client_372,Cui,Wen,client372@ex.com,AB0372123,2024-07-02,active,33,female,medium,2025-03-01,3,medium
client_373,Bao,Hao,client373@ex.com,AB0373123,2023-09-13,active,30,male,medium,2025-04-24,3,low
client_374,Zi,Jia,client374@ex.com,AB0374123,2024-01-25,active,26,female,low,2025-02-17,3,low
client_375,Ju,Xiong,client375@ex.com,AB0375123,2023-04-06,active,31,male,medium,2025-03-10,3,low
client_376,Shan,Sha,client376@ex.com,AB0376123,2024-08-17,active,28,female,high,2025-04-03,3,medium
client_377,Cai,Tao,client377@ex.com,AB0377123,2023-11-28,active,35,male,medium,2025-02-24,3,low
client_378,Zhu,Qiao,client378@ex.com,AB0378123,2024-03-10,active,24,female,low,2025-03-17,3,low
client_379,Zhuo,Zeng,client379@ex.com,AB0379123,2023-07-21,active,32,male,medium,2025-04-10,3,medium
client_380,Huan,Ruan,client380@ex.com,AB0380123,2024-10-02,active,27,female,medium,2025-02-03,3,low
client_381,Ke,Chao,client381@ex.com,AB0381123,2023-01-13,active,34,male,low,2025-03-26,3,low
client_382,Zhen,Xing,client382@ex.com,AB0382123,2024-04-25,active,29,female,medium,2025-04-19,3,low
client_383,Jing,Jiao,client383@ex.com,AB0383123,2023-12-06,active,25,male,high,2025-02-12,3,medium
client_384,Ai,Geng,client384@ex.com,AB0384123,2024-06-17,active,33,female,medium,2025-03-05,3,low
client_385,Qi,Zuo,client385@ex.com,AB0385123,2023-09-28,active,30,male,low,2025-04-26,3,low
client_386,Shan,Shao,client386@ex.com,AB0386123,2024-01-10,active,26,female,medium,2025-02-19,3,medium
client_387,Zheng,Guan,client387@ex.com,AB0387123,2023-04-21,active,31,male,medium,2025-03-12,3,low
client_388,Dai,Teng,client388@ex.com,AB0388123,2024-08-02,active,28,female,low,2025-04-05,3,low
client_389,Shi,Zhai,client389@ex.com,AB0389123,2023-11-13,active,35,male,medium,2025-02-26,3,low
client_390,Rui,Mao,client390@ex.com,AB0390123,2024-02-24,active,24,female,high,2025-03-19,3,medium
client_391,Shuai,Yao,client391@ex.com,AB0391123,2023-07-05,active,32,male,medium,2025-04-12,3,low
client_392,Xuan,Cui,client392@ex.com,AB0392123,2024-10-16,active,27,female,low,2025-03-05,3,low
client_393,Heng,Dong,client393@ex.com,AB0393123,2023-01-27,active,34,male,medium,2025-04-28,3,medium
client_394,Mai,Lai,client394@ex.com,AB0394123,2024-05-09,active,29,female,medium,2025-02-21,3,low
client_395,Zhuang,Kang,client395@ex.com,AB0395123,2023-12-20,active,25,male,low,2025-03-14,3,low
client_396,Pu,Wan,client396@ex.com,AB0396123,2024-07-01,active,33,female,medium,2025-04-07,3,low
client_397,Meng,Shu,client397@ex.com,AB0397123,2023-09-12,active,30,male,high,2025-02-28,3,medium
client_398,Cong,Nian,client398@ex.com,AB0398123,2024-01-24,active,26,female,medium,2025-03-23,3,low
client_399,Ran,Lang,client399@ex.com,AB0399123,2023-04-05,active,31,male,low,2025-04-16,3,low
client_400,Niu,Rong,client400@ex.com,AB0400123,2024-08-16,active,28,female,medium,2025-02-09,3,medium
client_401,Mohammed,Al-Farsi,client401@ex.com,AB0401123,2023-05-15,active,29,male,medium,2025-04-03,3,low
client_402,Fatima,Al-Mansoori,client402@ex.com,AB0402123,2024-01-27,active,34,female,low,2025-03-19,4,low
client_403,Ahmed,Al-Hashimi,client403@ex.com,AB0403123,2023-09-08,active,26,male,medium,2025-04-25,4,medium
client_404,Aisha,Al-Mazrouei,client404@ex.com,AB0404123,2024-06-20,active,31,female,high,2025-02-12,4,low
client_405,Omar,Al-Suwaidi,client405@ex.com,AB0405123,2023-03-12,active,28,male,medium,2025-03-28,4,low
client_406,Maryam,Al-Zaabi,client406@ex.com,AB0406123,2024-11-04,active,33,female,low,2025-04-10,4,low
client_407,Ali,Al-Shamsi,client407@ex.com,AB0407123,2023-07-16,active,25,male,medium,2025-02-01,4,medium
client_408,Noura,Al-Dhaheri,client408@ex.com,AB0408123,2024-04-29,active,30,female,medium,2025-03-15,4,low
client_409,Ibrahim,Al-Nuaimi,client409@ex.com,AB0409123,2023-12-11,active,27,male,low,2025-04-22,4,low
client_410,Layla,Al-Blooshi,client410@ex.com,AB0410123,2024-08-23,active,32,female,medium,2025-02-09,4,low
client_411,Khalid,Al-Mheiri,client411@ex.com,AB0411123,2023-02-04,active,24,male,high,2025-03-26,4,medium
client_412,Hessa,Al-Falasi,client412@ex.com,AB0412123,2024-10-17,active,29,female,medium,2025-04-07,4,low
client_413,Saeed,Al-Qassimi,client413@ex.com,AB0413123,2023-05-29,active,34,male,low,2025-02-20,4,low
client_414,Amna,Al-Ketbi,client414@ex.com,AB0414123,2024-01-10,active,26,female,medium,2025-03-12,4,medium
client_415,Hamad,Al-Maktoum,client415@ex.com,AB0415123,2023-09-22,active,31,male,medium,2025-04-19,4,low
client_416,Reem,Al-Muhairi,client416@ex.com,AB0416123,2024-07-04,active,28,female,low,2025-02-06,4,low
client_417,Rashid,Al-Awadhi,client417@ex.com,AB0417123,2023-03-26,active,33,male,medium,2025-03-21,4,low
client_418,Salama,Al-Qubaisi,client418@ex.com,AB0418123,2024-11-18,active,25,female,high,2025-04-04,4,medium
client_419,Abdulla,Al-Khouri,client419@ex.com,AB0419123,2023-07-30,active,30,male,medium,2025-02-25,4,low
client_420,Shamma,Al-Nahyan,client420@ex.com,AB0420123,2024-04-12,active,27,female,low,2025-03-08,4,low
client_421,Nasser,Al-Jabri,client421@ex.com,AB0421123,2023-12-25,active,32,male,medium,2025-04-15,4,medium
client_422,Mariam,Al-Ahbabi,client422@ex.com,AB0422123,2024-09-06,active,24,female,medium,2025-02-02,4,low
client_423,Majid,Al-Khaja,client423@ex.com,AB0423123,2023-02-18,active,29,male,low,2025-03-19,4,low
client_424,Maitha,Al-Shamsi,client424@ex.com,AB0424123,2024-10-31,active,34,female,medium,2025-04-01,4,low
client_425,Hassan,Al-Marri,client425@ex.com,AB0425123,2023-06-12,active,26,male,high,2025-02-14,4,medium
client_426,Latifa,Al-Maktoum,client426@ex.com,AB0426123,2024-01-24,active,31,female,medium,2025-03-05,4,low
client_427,Yousef,Al-Zarooni,client427@ex.com,AB0427123,2023-10-06,active,28,male,low,2025-04-26,4,low
client_428,Mozah,Al-Ameri,client428@ex.com,AB0428123,2024-07-18,active,33,female,medium,2025-02-19,4,medium
client_429,Sultan,Al-Qasimi,client429@ex.com,AB0429123,2023-04-09,active,25,male,medium,2025-03-11,4,low
client_430,Meera,Al-Suwaidi,client430@ex.com,AB0430123,2024-11-21,active,30,female,low,2025-04-18,4,low
client_431,Jassim,Al-Ansari,client431@ex.com,AB0431123,2023-08-13,active,27,male,medium,2025-02-05,4,low
client_432,Sheikha,Al-Mazrouei,client432@ex.com,AB0432123,2024-05-26,active,32,female,high,2025-03-22,4,medium
client_433,Faisal,Al-Marzooqi,client433@ex.com,AB0433123,2023-01-07,active,24,male,medium,2025-04-09,4,low
client_434,Hind,Al-Otaiba,client434@ex.com,AB0434123,2024-09-20,active,29,female,low,2025-02-28,4,low
client_435,Zayed,Al-Mansoori,client435@ex.com,AB0435123,2023-03-02,active,34,male,medium,2025-03-13,4,medium
client_436,Shamsa,Al-Mualla,client436@ex.com,AB0436123,2024-10-14,active,26,female,medium,2025-04-24,4,low
client_437,Tariq,Al-Nuaimi,client437@ex.com,AB0437123,2023-06-26,active,31,male,low,2025-02-11,4,low
client_438,Rawdha,Al-Hashimi,client438@ex.com,AB0438123,2024-02-07,active,28,female,medium,2025-03-30,4,low
client_439,Mansoor,Al-Awar,client439@ex.com,AB0439123,2023-10-20,active,33,male,high,2025-04-13,4,medium
client_440,Osha,Al-Dhaheri,client440@ex.com,AB0440123,2024-08-01,active,25,female,medium,2025-02-04,4,low
client_441,Saqr,Al-Qasimi,client441@ex.com,AB0441123,2023-04-23,active,30,male,low,2025-03-17,4,low
client_442,Alia,Al-Shamsi,client442@ex.com,AB0442123,2024-12-05,active,27,female,medium,2025-04-30,4,medium
client_443,Jamal,Al-Suwaidi,client443@ex.com,AB0443123,2023-08-27,active,32,male,medium,2025-02-23,4,low
client_444,Afra,Al-Falasi,client444@ex.com,AB0444123,2024-05-09,active,24,female,low,2025-03-08,4,low
client_445,Obaid,Al-Ketbi,client445@ex.com,AB0445123,2023-01-21,active,29,male,medium,2025-04-21,4,low
client_446,Najla,Al-Maktoum,client446@ex.com,AB0446123,2024-09-03,active,34,female,high,2025-02-14,4,medium
client_447,Thani,Al-Marri,client447@ex.com,AB0447123,2023-03-16,active,26,male,medium,2025-03-01,4,low
client_448,Lubna,Al-Qassimi,client448@ex.com,AB0448123,2024-10-28,active,31,female,low,2025-04-16,4,low
client_449,Humaid,Al-Zaabi,client449@ex.com,AB0449123,2023-07-10,active,28,male,medium,2025-02-07,4,medium
client_450,Moza,Al-Nahyan,client450@ex.com,AB0450123,2024-02-21,active,33,female,medium,2025-03-24,4,low
client_451,Khalifa,Al-Blooshi,client451@ex.com,AB0451123,2023-11-03,active,25,male,low,2025-04-11,4,low
client_452,Mahra,Al-Muhairi,client452@ex.com,AB0452123,2024-08-15,active,30,female,medium,2025-02-02,4,low
client_453,Saif,Al-Qubaisi,client453@ex.com,AB0453123,2023-05-07,active,27,male,high,2025-03-19,4,medium
client_454,Asma,Al-Khouri,client454@ex.com,AB0454123,2024-12-19,active,32,female,medium,2025-04-06,4,low
client_455,Nawaf,Al-Ahbabi,client455@ex.com,AB0455123,2023-09-10,active,24,male,low,2025-02-27,4,low
client_456,Muna,Al-Khaja,client456@ex.com,AB0456123,2024-05-23,active,29,female,medium,2025-03-12,4,medium
client_457,Essa,Al-Mheiri,client457@ex.com,AB0457123,2023-01-04,active,34,male,medium,2025-04-25,4,low
client_458,Alanoud,Al-Jabri,client458@ex.com,AB0458123,2024-09-17,active,26,female,low,2025-02-18,4,low
client_459,Marwan,Al-Ameri,client459@ex.com,AB0459123,2023-03-30,active,31,male,medium,2025-03-05,4,low
client_460,Nayla,Al-Zarooni,client460@ex.com,AB0460123,2024-11-11,active,28,female,high,2025-04-20,4,medium
client_461,Abdulaziz,Al-Ansari,client461@ex.com,AB0461123,2023-07-24,active,33,male,medium,2025-02-13,4,low
client_462,Sheikha,Al-Marri,client462@ex.com,AB0462123,2024-03-06,active,25,female,low,2025-03-30,4,low
client_463,Hamdan,Al-Marzooqi,client463@ex.com,AB0463123,2023-11-17,active,30,male,medium,2025-04-17,4,medium
client_464,Salha,Al-Otaiba,client464@ex.com,AB0464123,2024-08-29,active,27,female,medium,2025-02-10,4,low
client_465,Maktoum,Al-Awar,client465@ex.com,AB0465123,2023-05-21,active,32,male,low,2025-03-25,4,low
client_466,Haifa,Al-Mualla,client466@ex.com,AB0466123,2024-01-02,active,24,female,medium,2025-04-12,4,low
client_467,Abdulrahman,Al-Nuaimi,client467@ex.com,AB0467123,2023-09-24,active,29,male,high,2025-02-05,4,medium
client_468,Maha,Al-Hashimi,client468@ex.com,AB0468123,2024-06-06,active,34,female,medium,2025-03-18,4,low
client_469,Rashed,Al-Dhaheri,client469@ex.com,AB0469123,2023-02-17,active,26,male,low,2025-04-05,4,low
client_470,Hala,Al-Shamsi,client470@ex.com,AB0470123,2024-10-01,active,31,female,medium,2025-02-26,4,medium
client_471,Ahmad,Al-Suwaidi,client471@ex.com,AB0471123,2023-04-13,active,28,male,medium,2025-03-11,4,low
client_472,Shaikha,Al-Qasimi,client472@ex.com,AB0472123,2024-11-25,active,33,female,low,2025-04-28,4,low
client_473,Mohammed,Al-Falasi,client473@ex.com,AB0473123,2023-08-06,active,25,male,medium,2025-02-21,4,low
client_474,Fatima,Al-Ketbi,client474@ex.com,AB0474123,2024-04-18,active,30,female,high,2025-03-06,4,medium
client_475,Salem,Al-Maktoum,client475@ex.com,AB0475123,2023-12-30,active,27,male,medium,2025-04-23,4,low
client_476,Maitha,Al-Muhairi,client476@ex.com,AB0476123,2024-09-12,active,32,female,low,2025-02-16,4,low
client_477,Khalid,Al-Qubaisi,client477@ex.com,AB0477123,2023-06-04,active,24,male,medium,2025-03-01,4,medium
client_478,Reem,Al-Khouri,client478@ex.com,AB0478123,2024-01-16,active,29,female,medium,2025-04-14,4,low
client_479,Saeed,Al-Ahbabi,client479@ex.com,AB0479123,2023-10-08,active,34,male,low,2025-02-07,4,low
client_480,Amna,Al-Khaja,client480@ex.com,AB0480123,2024-07-20,active,26,female,medium,2025-03-22,4,low
client_481,Ahmed,Al-Mheiri,client481@ex.com,AB0481123,2023-03-01,active,31,male,high,2025-04-09,4,medium
client_482,Noura,Al-Jabri,client482@ex.com,AB0482123,2024-10-13,active,28,female,medium,2025-03-02,4,low
client_483,Ibrahim,Al-Ameri,client483@ex.com,AB0483123,2023-05-25,active,33,male,low,2025-04-19,4,low
client_484,Layla,Al-Zarooni,client484@ex.com,AB0484123,2024-12-07,active,25,female,medium,2025-02-12,4,medium
client_485,Omar,Al-Ansari,client485@ex.com,AB0485123,2023-08-20,active,30,male,medium,2025-03-29,4,low
client_486,Maryam,Al-Marri,client486@ex.com,AB0486123,2024-05-02,active,27,female,low,2025-04-16,4,low
client_487,Ali,Al-Marzooqi,client487@ex.com,AB0487123,2023-01-13,active,32,male,medium,2025-02-09,4,low
client_488,Hessa,Al-Otaiba,client488@ex.com,AB0488123,2024-09-26,active,24,female,high,2025-03-24,4,medium
client_489,Khalifa,Al-Awar,client489@ex.com,AB0489123,2023-04-07,active,29,male,medium,2025-04-11,4,low
client_490,Shamma,Al-Mualla,client490@ex.com,AB0490123,2024-11-19,active,34,female,low,2025-02-04,4,low
client_491,Hamad,Al-Nuaimi,client491@ex.com,AB0491123,2023-07-31,active,26,male,medium,2025-03-17,4,medium
client_492,Salama,Al-Hashimi,client492@ex.com,AB0492123,2024-04-12,active,31,female,medium,2025-04-04,4,low
client_493,Rashid,Al-Dhaheri,client493@ex.com,AB0493123,2023-12-24,active,28,male,low,2025-02-25,4,low
client_494,Aisha,Al-Shamsi,client494@ex.com,AB0494123,2024-08-06,active,33,female,medium,2025-03-10,4,low
client_495,Abdulla,Al-Suwaidi,client495@ex.com,AB0495123,2023-05-18,active,25,male,high,2025-04-27,4,medium
client_496,Mariam,Al-Qasimi,client496@ex.com,AB0496123,2024-01-30,active,30,female,medium,2025-02-20,4,low
client_497,Nasser,Al-Falasi,client497@ex.com,AB0497123,2023-10-22,active,27,male,low,2025-03-03,4,low
client_498,Maitha,Al-Ketbi,client498@ex.com,AB0498123,2024-07-04,active,32,female,medium,2025-04-18,4,medium
client_499,Hassan,Al-Maktoum,client499@ex.com,AB0499123,2023-03-15,active,24,male,medium,2025-02-11,4,low
client_500,Latifa,Al-Muhairi,client500@ex.com,AB0500123,2024-10-27,active,29,female,low,2025-03-28,4,low
client_501,Arjun,Sharma,client501@ex.com,AB0501123,2023-06-12,active,30,male,medium,2025-04-05,5,low
client_502,Priya,Patel,client502@ex.com,AB0502123,2024-02-25,active,26,female,low,2025-03-18,5,medium
client_503,Raj,Singh,client503@ex.com,AB0503123,2023-09-08,active,33,male,high,2025-04-27,5,low
client_504,Ananya,Gupta,client504@ex.com,AB0504123,2024-05-19,active,28,female,medium,2025-02-10,5,low
