client_id,first_name,last_name,email,passport_id,registration_date,status,age,gender,income_level,last_active_date,transaction_frequency
client_263,Takashi,Ito,client263@ex.com,AB000263123,2023-07-01,active,42,male,high,2025-03-10,high
client_264,Carmen,Gonzalez,client264@ex.com,AB000264123,2024-05-12,active,31,female,medium,2025-04-22,medium
client_265,Markus,Becker,client265@ex.com,AB000265123,2023-12-25,active,38,male,medium,2025-03-25,medium
client_266,Svetlana,Lebedeva,client266@ex.com,AB000266123,2024-10-08,active,29,female,medium,2025-04-28,medium
client_267,Benjamin,Murphy,client267@ex.com,AB000267123,2023-04-20,active,44,male,high,2025-02-18,high
client_268,Chloé,Petit,client268@ex.com,AB000268123,2024-08-28,active,25,female,low,2025-04-20,high
client_269,Hector,Rodriguez,client269@ex.com,AB000269123,2023-09-05,active,32,male,medium,2025-03-18,medium
client_270,Lena,Weber,client270@ex.com,AB000270123,2024-03-15,active,28,female,medium,2025-04-08,medium
client_271,Dmitry,Orlov,client271@ex.com,AB000271123,2023-06-01,active,39,male,medium,2025-03-01,medium
client_272,Sarah,Cook,client272@ex.com,AB000272123,2024-11-22,active,27,female,low,2025-04-30,high
client_273,Akio,Yamamoto,client273@ex.com,AB000273123,2023-01-15,active,43,male,high,2025-02-20,high
client_274,Isabella,Morales,client274@ex.com,AB000274123,2024-04-01,active,30,female,medium,2025-04-15,medium
client_275,Tobias,Hoffmann,client275@ex.com,AB000275123,2023-08-28,active,36,male,medium,2025-03-22,medium
client_276,Natalia,Petrova,client276@ex.com,AB000276123,2024-07-08,active,27,female,medium,2025-04-18,medium
client_277,Ryan,Palmer,client277@ex.com,AB000277123,2023-11-18,active,35,male,medium,2025-03-08,medium
client_278,Mei,Liu,client278@ex.com,AB000278123,2024-01-28,active,26,female,low,2025-04-05,high
client_279,Pierre,Leroy,client279@ex.com,AB000279123,2023-05-05,active,40,male,high,2025-02-28,high
client_280,Valeria,Vargas,client280@ex.com,AB000280123,2024-09-15,active,31,female,medium,2025-04-25,medium
client_281,Sergei,Fedorov,client281@ex.com,AB000281123,2023-03-25,active,37,male,medium,2025-03-15,medium
client_282,Olivia,Simpson,client282@ex.com,AB000282123,2024-06-05,active,28,female,medium,2025-04-12,medium
client_283,Marco,Romano,client283@ex.com,AB000283123,2023-10-15,active,34,male,medium,2025-03-20,medium
client_284,Katja,Keller,client284@ex.com,AB000284123,2024-02-28,active,25,female,low,2025-04-05,high
client_285,Hiroshi,Nakamura,client285@ex.com,AB000285123,2023-07-15,active,41,male,high,2025-03-10,high
client_286,Ana,Martinez,client286@ex.com,AB000286123,2024-05-22,active,30,female,medium,2025-04-22,medium
client_287,Lukas,Wolf,client287@ex.com,AB000287123,2023-12-01,active,38,male,medium,2025-03-25,medium
client_288,Elena,Sokolova,client288@ex.com,AB000288123,2024-10-18,active,27,female,medium,2025-04-28,medium
client_289,Nathan,Dixon,client289@ex.com,AB000289123,2023-04-08,active,45,male,high,2025-02-18,high
client_290,Sophie,Blanc,client290@ex.com,AB000290123,2024-08-08,active,24,female,low,2025-04-20,high
client_291,Miguel,Alvarez,client291@ex.com,AB000291123,2023-09-15,active,31,male,medium,2025-03-18,medium
client_292,Anna,Schneider,client292@ex.com,AB000292123,2024-03-25,active,29,female,medium,2025-04-08,medium
client_293,Vladimir,Popov,client293@ex.com,AB000293123,2023-06-18,active,40,male,medium,2025-03-01,medium
client_294,Jessica,Harrison,client294@ex.com,AB000294123,2024-11-05,active,26,female,low,2025-04-30,high
client_295,Satoshi,Suzuki,client295@ex.com,AB000295123,2023-01-28,active,42,male,high,2025-02-20,high
client_296,Camila,Fernandez,client296@ex.com,AB000296123,2024-04-12,active,30,female,medium,2025-04-15,medium
client_297,Maximilian,Fischer,client297@ex.com,AB000297123,2023-08-05,active,35,male,medium,2025-03-22,medium
client_298,Irina,Morozova,client298@ex.com,AB000298123,2024-07-15,active,28,female,medium,2025-04-18,medium
client_299,Thomas,Edwards,client299@ex.com,AB000299123,2023-11-25,active,33,male,medium,2025-03-08,medium
client_300,Lin,Chen,client300@ex.com,AB000300123,2024-01-08,active,25,female,low,2025-04-05,high
client_301,Henri,Moreau,client301@ex.com,AB000301123,2023-05-15,active,41,male,high,2025-02-28,high
client_302,Gabriela,Jimenez,client302@ex.com,AB000302123,2024-09-25,active,32,female,medium,2025-04-25,medium
client_303,Alexei,Lebedev,client303@ex.com,AB000303123,2023-03-08,active,37,male,medium,2025-03-15,medium
client_304,Emma,Thompson,client304@ex.com,AB000304123,2024-06-15,active,29,female,medium,2025-04-12,medium
client_305,Antonio,Conti,client305@ex.com,AB000305123,2023-10-25,active,34,male,medium,2025-03-20,medium
client_306,Katharina,Bauer,client306@ex.com,AB000306123,2024-02-05,active,26,female,low,2025-04-05,high
client_307,Yuto,Watanabe,client307@ex.com,AB000307123,2023-07-25,active,42,male,high,2025-03-10,high
client_308,Lucia,Torres,client308@ex.com,AB000308123,2024-05-05,active,31,female,medium,2025-04-22,medium
client_309,Felix,Huber,client309@ex.com,AB000309123,2023-12-12,active,38,male,medium,2025-03-25,medium
client_310,Tatiana,Kozlova,client310@ex.com,AB000310123,2024-10-28,active,28,female,medium,2025-04-28,medium
client_311,Alexander,Wright,client311@ex.com,AB000311123,2023-04-15,active,44,male,high,2025-02-18,high
client_312,Audrey,Dupont,client312@ex.com,AB000312123,2024-08-18,active,25,female,low,2025-04-20,high
client_313,Diego,Castro,client313@ex.com,AB000313123,2023-09-25,active,32,male,medium,2025-03-18,medium
client_314,Lena,Müller,client314@ex.com,AB000314123,2024-03-01,active,27,female,medium,2025-04-08,medium
client_315,Mikhail,Ivanov,client315@ex.com,AB000315123,2023-06-28,active,39,male,medium,2025-03-01,medium
client_316,Olivia,Roberts,client316@ex.com,AB000316123,2024-11-15,active,26,female,low,2025-04-30,high
client_317,Kenji,Tanaka,client317@ex.com,AB000317123,2023-01-08,active,43,male,high,2025-02-20,high
client_318,Sofia,Lopez,client318@ex.com,AB000318123,2024-04-22,active,30,female,medium,2025-04-15,medium
client_319,Jan,Schmidt,client319@ex.com,AB000319123,2023-08-15,active,36,male,medium,2025-03-22,medium
client_320,Anastasia,Orlova,client320@ex.com,AB000320123,2024-07-25,active,28,female,medium,2025-04-18,medium
client_321,Daniel,Cooper,client321@ex.com,AB000321123,2023-11-05,active,35,male,medium,2025-03-08,medium
client_322,Jia,Zhang,client322@ex.com,AB000322123,2024-01-18,active,24,female,low,2025-04-05,high
client_323,François,Lefebvre,client323@ex.com,AB000323123,2023-05-25,active,40,male,high,2025-02-28,high
client_324,Valentina,Mendoza,client324@ex.com,AB000324123,2024-09-01,active,31,female,medium,2025-04-25,medium
client_325,Dmitri,Mikhailov,client325@ex.com,AB000325123,2023-03-18,active,37,male,medium,2025-03-15,medium
client_326,Charlotte,Green,client326@ex.com,AB000326123,2024-06-25,active,29,female,medium,2025-04-12,medium
client_327,Roberto,Esposito,client327@ex.com,AB000327123,2023-10-08,active,33,male,medium,2025-03-20,medium
client_328,Julia,Wagner,client328@ex.com,AB000328123,2024-02-15,active,25,female,low,2025-04-05,high
client_329,Haruki,Suzuki,client329@ex.com,AB000329123,2023-07-08,active,41,male,high,2025-03-10,high
client_330,Elena,Hernandez,client330@ex.com,AB000330123,2024-05-15,active,32,female,medium,2025-04-22,medium
client_331,Stefan,Klein,client331@ex.com,AB000331123,2023-12-22,active,38,male,medium,2025-03-25,medium
client_332,Olga,Volkova,client332@ex.com,AB000332123,2024-10-05,active,27,female,medium,2025-04-28,medium
client_333,Christopher,Mills,client333@ex.com,AB000333123,2023-04-25,active,45,male,high,2025-02-18,high
client_334,Marie,Rousseau,client334@ex.com,AB000334123,2024-08-28,active,26,female,low,2025-04-20,high
client_335,Carlos,Diaz,client335@ex.com,AB000335123,2023-09-08,active,31,male,medium,2025-03-18,medium
client_336,Hannah,Weber,client336@ex.com,AB000336123,2024-03-12,active,28,female,medium,2025-04-08,medium
client_337,Sergey,Sokolov,client337@ex.com,AB000337123,2023-06-05,active,40,male,medium,2025-03-01,medium
client_338,Rebecca,Wallace,client338@ex.com,AB000338123,2024-11-25,active,25,female,low,2025-04-30,high
client_339,Ryo,Nakamura,client339@ex.com,AB000339123,2023-01-18,active,42,male,high,2025-02-20,high
client_340,Lucia,Garcia,client340@ex.com,AB000340123,2024-04-08,active,30,female,medium,2025-04-15,medium
client_341,Niklas,Schulz,client341@ex.com,AB000341123,2023-08-25,active,35,male,medium,2025-03-22,medium
client_342,Irina,Smirnova,client342@ex.com,AB000342123,2024-07-05,active,27,female,medium,2025-04-18,medium
client_343,Matthew,Rogers,client343@ex.com,AB000343123,2023-11-12,active,34,male,medium,2025-03-08,medium
client_344,Xiu,Li,client344@ex.com,AB000344123,2024-01-25,active,25,female,low,2025-04-05,high
client_345,Louis,Girard,client345@ex.com,AB000345123,2023-05-01,active,41,male,high,2025-02-28,high
client_346,Carolina,Ruiz,client346@ex.com,AB000346123,2024-09-12,active,32,female,medium,2025-04-25,medium
client_347,Igor,Petrov,client347@ex.com,AB000347123,2023-03-28,active,38,male,medium,2025-03-15,medium
client_348,Zoe,Baker,client348@ex.com,AB000348123,2024-06-01,active,29,female,medium,2025-04-12,medium
client_349,Matteo,Ferrari,client349@ex.com,AB000349123,2023-10-18,active,33,male,medium,2025-03-20,medium
client_350,Katja,Meyer,client350@ex.com,AB000350123,2024-02-25,active,26,female,low,2025-04-05,high
client_351,Takashi,Sato,client351@ex.com,AB000351123,2023-07-18,active,40,male,high,2025-03-10,high
client_352,Carmen,Perez,client352@ex.com,AB000352123,2024-05-28,active,31,female,medium,2025-04-22,medium
client_353,Markus,Hoffmann,client353@ex.com,AB000353123,2023-12-08,active,37,male,medium,2025-03-25,medium
client_354,Svetlana,Kuznetsova,client354@ex.com,AB000354123,2024-10-15,active,28,female,medium,2025-04-28,medium
client_355,Benjamin,Turner,client355@ex.com,AB000355123,2023-04-01,active,44,male,high,2025-02-18,high
client_356,Chloé,Leroy,client356@ex.com,AB000356123,2024-08-05,active,25,female,low,2025-04-20,high
client_357,Hector,Morales,client357@ex.com,AB000357123,2023-09-18,active,32,male,medium,2025-03-18,medium
client_358,Lena,Fischer,client358@ex.com,AB000358123,2024-03-22,active,27,female,medium,2025-04-08,medium
client_359,Dmitry,Kozlov,client359@ex.com,AB000359123,2023-06-15,active,39,male,medium,2025-03-01,medium
client_360,Sarah,Mason,client360@ex.com,AB000360123,2024-11-08,active,26,female,low,2025-04-30,high
client_361,Akio,Ito,client361@ex.com,AB000361123,2023-01-25,active,43,male,high,2025-02-20,high
client_362,Isabella,Rodriguez,client362@ex.com,AB000362123,2024-04-18,active,30,female,medium,2025-04-15,medium
client_363,Tobias,Becker,client363@ex.com,AB000363123,2023-08-01,active,36,male,medium,2025-03-22,medium
client_364,Natalia,Lebedeva,client364@ex.com,AB000364123,2024-07-12,active,28,female,medium,2025-04-18,medium
client_365,Ryan,Campbell,client365@ex.com,AB000365123,2023-11-22,active,35,male,medium,2025-03-08,medium
client_366,Mei,Wu,client366@ex.com,AB000366123,2024-01-05,active,24,female,low,2025-04-05,high
client_367,Pierre,Fournier,client367@ex.com,AB000367123,2023-05-12,active,40,male,high,2025-02-28,high
client_368,Valeria,Santos,client368@ex.com,AB000368123,2024-09-22,active,31,female,medium,2025-04-25,medium
client_369,Sergei,Volkov,client369@ex.com,AB000369123,2023-03-05,active,37,male,medium,2025-03-15,medium
client_370,Olivia,Carter,client370@ex.com,AB000370123,2024-06-12,active,29,female,medium,2025-04-12,medium
client_371,Marco,Russo,client371@ex.com,AB000371123,2023-10-28,active,34,male,medium,2025-03-20,medium
client_372,Katja,Weber,client372@ex.com,AB000372123,2024-02-01,active,25,female,low,2025-04-05,high
client_373,Hiroshi,Yamamoto,client373@ex.com,AB000373123,2023-07-28,active,41,male,high,2025-03-10,high
client_374,Ana,Gomez,client374@ex.com,AB000374123,2024-05-08,active,30,female,medium,2025-04-22,medium
client_375,Lukas,Wagner,client375@ex.com,AB000375123,2023-12-18,active,38,male,medium,2025-03-25,medium
client_376,Elena,Petrova,client376@ex.com,AB000376123,2024-10-25,active,27,female,medium,2025-04-28,medium
client_377,Nathan,Foster,client377@ex.com,AB000377123,2023-04-12,active,45,male,high,2025-02-18,high
client_378,Sophie,Mercier,client378@ex.com,AB000378123,2024-08-15,active,26,female,low,2025-04-20,high
client_379,Miguel,Vargas,client379@ex.com,AB000379123,2023-09-28,active,31,male,medium,2025-03-18,medium
client_380,Anna,Keller,client380@ex.com,AB000380123,2024-03-08,active,28,female,medium,2025-04-08,medium
client_381,Vladimir,Smirnov,client381@ex.com,AB000381123,2023-06-25,active,40,male,medium,2025-03-01,medium
client_382,Jessica,Kennedy,client382@ex.com,AB000382123,2024-11-18,active,25,female,low,2025-04-30,high
client_383,Satoshi,Nakamura,client383@ex.com,AB000383123,2023-01-01,active,42,male,high,2025-02-20,high
client_384,Camila,Torres,client384@ex.com,AB000384123,2024-04-28,active,30,female,medium,2025-04-15,medium
client_385,Maximilian,Wolf,client385@ex.com,AB000385123,2023-08-12,active,35,male,medium,2025-03-22,medium
client_386,Irina,Ivanova,client386@ex.com,AB000386123,2024-07-22,active,27,female,medium,2025-04-18,medium
client_387,Thomas,Stewart,client387@ex.com,AB000387123,2023-11-30,active,34,male,medium,2025-03-08,medium
client_388,Lin,Wang,client388@ex.com,AB000388123,2024-01-15,active,26,female,low,2025-04-05,high
client_389,Henri,Petit,client389@ex.com,AB000389123,2023-05-22,active,41,male,high,2025-02-28,high
client_390,Gabriela,Moreno,client390@ex.com,AB000390123,2024-09-08,active,32,female,medium,2025-04-25,medium
client_391,Alexei,Kuznetsov,client391@ex.com,AB000391123,2023-03-15,active,38,male,medium,2025-03-15,medium
client_392,Emma,Parker,client392@ex.com,AB000392123,2024-06-22,active,29,female,medium,2025-04-12,medium
client_393,Antonio,Marino,client393@ex.com,AB000393123,2023-10-05,active,33,male,medium,2025-03-20,medium
client_394,Katharina,Schneider,client394@ex.com,AB000394123,2024-02-12,active,25,female,low,2025-04-05,high
client_395,Yuto,Kobayashi,client395@ex.com,AB000395123,2023-07-05,active,40,male,high,2025-03-10,high
client_396,Lucia,Sanchez,client396@ex.com,AB000396123,2024-05-18,active,31,female,medium,2025-04-22,medium
client_397,Felix,Müller,client397@ex.com,AB000397123,2023-12-28,active,37,male,medium,2025-03-25,medium
client_398,Tatiana,Sokolova,client398@ex.com,AB000398123,2024-10-01,active,28,female,medium,2025-04-28,medium
client_399,Alexander,Hayes,client399@ex.com,AB000399123,2023-04-22,active,44,male,high,2025-02-18,high
client_400,Audrey,Dubois,client400@ex.com,AB000400123,2024-08-25,active,26,female,low,2025-04-20,high
client_401,Diego,Flores,client401@ex.com,AB000401123,2023-09-05,active,32,male,medium,2025-03-18,medium
client_402,Lena,Huber,client402@ex.com,AB000402123,2024-03-18,active,27,female,medium,2025-04-08,medium
client_403,Mikhail,Orlov,client403@ex.com,AB000403123,2023-06-08,active,39,male,medium,2025-03-01,medium
client_404,Olivia,Powell,client404@ex.com,AB000404123,2024-11-28,active,25,female,low,2025-04-30,high
client_405,Kenji,Watanabe,client405@ex.com,AB000405123,2023-01-12,active,43,male,high,2025-02-20,high
client_406,Sofia,Medina,client406@ex.com,AB000406123,2024-04-05,active,30,female,medium,2025-04-15,medium
client_407,Jan,Hoffmann,client407@ex.com,AB000407123,2023-08-22,active,36,male,medium,2025-03-22,medium
client_408,Anastasia,Morozova,client408@ex.com,AB000408123,2024-07-01,active,28,female,medium,2025-04-18,medium
client_409,Daniel,Warren,client409@ex.com,AB000409123,2023-11-08,active,35,male,medium,2025-03-08,medium
client_410,Jia,Chen,client410@ex.com,AB000410123,2024-01-22,active,24,female,low,2025-04-05,high
client_411,François,Laurent,client411@ex.com,AB000411123,2023-05-18,active,40,male,high,2025-02-28,high
client_412,Valentina,Ortiz,client412@ex.com,AB000412123,2024-09-28,active,31,female,medium,2025-04-25,medium
client_413,Dmitri,Sokolov,client413@ex.com,AB000413123,2023-03-25,active,37,male,medium,2025-03-15,medium
client_414,Charlotte,Jenkins,client414@ex.com,AB000414123,2024-06-08,active,29,female,medium,2025-04-12,medium
client_415,Roberto,Costa,client415@ex.com,AB000415123,2023-10-15,active,33,male,medium,2025-03-20,medium
client_416,Julia,Koch,client416@ex.com,AB000416123,2024-02-22,active,25,female,low,2025-04-05,high
client_417,Haruki,Ito,client417@ex.com,AB000417123,2023-07-15,active,41,male,high,2025-03-10,high
client_418,Elena,Cruz,client418@ex.com,AB000418123,2024-05-25,active,32,female,medium,2025-04-22,medium
client_419,Stefan,Fischer,client419@ex.com,AB000419123,2023-12-05,active,38,male,medium,2025-03-25,medium
client_420,Olga,Orlova,client420@ex.com,AB000420123,2024-10-12,active,27,female,medium,2025-04-28,medium
client_421,Christopher,Ellis,client421@ex.com,AB000421123,2023-04-05,active,45,male,high,2025-02-18,high
client_422,Marie,Moreau,client422@ex.com,AB000422123,2024-08-01,active,26,female,low,2025-04-20,high
client_423,Carlos,Rivera,client423@ex.com,AB000423123,2023-09-12,active,31,male,medium,2025-03-18,medium
client_424,Hannah,Bauer,client424@ex.com,AB000424123,2024-03-28,active,28,female,medium,2025-04-08,medium
client_425,Sergey,Mikhailov,client425@ex.com,AB000425123,2023-06-18,active,40,male,medium,2025-03-01,medium
client_426,Rebecca,Long,client426@ex.com,AB000426123,2024-11-05,active,25,female,low,2025-04-30,high
client_427,Ryo,Suzuki,client427@ex.com,AB000427123,2023-01-22,active,42,male,high,2025-02-20,high
client_428,Lucia,Herrera,client428@ex.com,AB000428123,2024-04-15,active,30,female,medium,2025-04-15,medium
client_429,Niklas,Weber,client429@ex.com,AB000429123,2023-08-08,active,35,male,medium,2025-03-22,medium
client_430,Irina,Fedorova,client430@ex.com,AB000430123,2024-07-18,active,27,female,medium,2025-04-18,medium
client_431,Matthew,Graham,client431@ex.com,AB000431123,2023-11-15,active,34,male,medium,2025-03-08,medium
client_432,Xiu,Zhang,client432@ex.com,AB000432123,2024-01-30,active,26,female,low,2025-04-05,high
client_433,Louis,Dubois,client433@ex.com,AB000433123,2023-05-08,active,41,male,high,2025-02-28,high
client_434,Carolina,Navarro,client434@ex.com,AB000434123,2024-09-18,active,32,female,medium,2025-04-25,medium
client_435,Igor,Novikov,client435@ex.com,AB000435123,2023-03-01,active,38,male,medium,2025-03-15,medium
client_436,Zoe,Ward,client436@ex.com,AB000436123,2024-06-18,active,29,female,medium,2025-04-12,medium
client_437,Matteo,Romano,client437@ex.com,AB000437123,2023-10-25,active,33,male,medium,2025-03-20,medium
client_438,Katja,Hoffmann,client438@ex.com,AB000438123,2024-02-08,active,25,female,low,2025-04-05,high
client_439,Takashi,Nakamura,client439@ex.com,AB000439123,2023-07-25,active,40,male,high,2025-03-10,high
client_440,Carmen,Martinez,client440@ex.com,AB000440123,2024-05-01,active,31,female,medium,2025-04-22,medium
client_441,Markus,Schulz,client441@ex.com,AB000441123,2023-12-15,active,37,male,medium,2025-03-25,medium
client_442,Svetlana,Popova,client442@ex.com,AB000442123,2024-10-25,active,28,female,medium,2025-04-28,medium
client_443,Benjamin,Reed,client443@ex.com,AB000443123,2023-04-15,active,44,male,high,2025-02-18,high
client_444,Chloé,Bernard,client444@ex.com,AB000444123,2024-08-12,active,26,female,low,2025-04-20,high
client_445,Hector,Diaz,client445@ex.com,AB000445123,2023-09-22,active,32,male,medium,2025-03-18,medium
client_446,Lena,Keller,client446@ex.com,AB000446123,2024-03-05,active,27,female,medium,2025-04-08,medium
client_447,Dmitry,Lebedev,client447@ex.com,AB000447123,2023-06-28,active,39,male,medium,2025-03-01,medium
client_448,Sarah,Mitchell,client448@ex.com,AB000448123,2024-11-15,active,25,female,low,2025-04-30,high
client_449,Akio,Tanaka,client449@ex.com,AB000449123,2023-01-05,active,43,male,high,2025-02-20,high
client_450,Isabella,Castillo,client450@ex.com,AB000450123,2024-04-25,active,30,female,medium,2025-04-15,medium
client_451,Tobias,Meyer,client451@ex.com,AB000451123,2023-08-18,active,36,male,medium,2025-03-22,medium
client_452,Natalia,Kuznetsova,client452@ex.com,AB000452123,2024-07-28,active,28,female,medium,2025-04-18,medium
client_453,Ryan,Brooks,client453@ex.com,AB000453123,2023-11-01,active,35,male,medium,2025-03-08,medium
client_454,Mei,Li,client454@ex.com,AB000454123,2024-01-15,active,24,female,low,2025-04-05,high
client_455,Pierre,Roux,client455@ex.com,AB000455123,2023-05-28,active,40,male,high,2025-02-28,high
client_456,Valeria,Reyes,client456@ex.com,AB000456123,2024-09-05,active,31,female,medium,2025-04-25,medium
client_457,Sergei,Morozov,client457@ex.com,AB000457123,2023-03-12,active,37,male,medium,2025-03-15,medium
client_458,Olivia,Carpenter,client458@ex.com,AB000458123,2024-06-28,active,29,female,medium,2025-04-12,medium
client_459,Marco,Ricci,client459@ex.com,AB000459123,2023-10-05,active,33,male,medium,2025-03-20,medium
client_460,Katja,Wagner,client460@ex.com,AB000460123,2024-02-18,active,26,female,low,2025-04-05,high
client_461,Hiroshi,Sato,client461@ex.com,AB000461123,2023-07-01,active,41,male,high,2025-03-10,high
client_462,Ana,Silva,client462@ex.com,AB000462123,2024-05-12,active,30,female,medium,2025-04-22,medium
client_463,Lukas,Becker,client463@ex.com,AB000463123,2023-12-25,active,38,male,medium,2025-03-25,medium
client_464,Elena,Volkova,client464@ex.com,AB000464123,2024-10-08,active,27,female,medium,2025-04-28,medium
client_465,Nathan,Perry,client465@ex.com,AB000465123,2023-04-25,active,45,male,high,2025-02-18,high
client_466,Sophie,Lemoine,client466@ex.com,AB000466123,2024-08-22,active,25,female,low,2025-04-20,high
client_467,Miguel,Ramirez,client467@ex.com,AB000467123,2023-09-01,active,31,male,medium,2025-03-18,medium
client_468,Anna,Huber,client468@ex.com,AB000468123,2024-03-15,active,28,female,medium,2025-04-08,medium
client_469,Vladimir,Fedorov,client469@ex.com,AB000469123,2023-06-05,active,40,male,medium,2025-03-01,medium
client_470,Jessica,Ross,client470@ex.com,AB000470123,2024-11-25,active,26,female,low,2025-04-30,high
client_471,Satoshi,Yamada,client471@ex.com,AB000471123,2023-01-15,active,42,male,high,2025-02-20,high
client_472,Camila,Morales,client472@ex.com,AB000472123,2024-04-01,active,30,female,medium,2025-04-15,medium
client_473,Maximilian,Schneider,client473@ex.com,AB000473123,2023-08-28,active,35,male,medium,2025-03-22,medium
client_474,Irina,Lebedeva,client474@ex.com,AB000474123,2024-07-08,active,27,female,medium,2025-04-18,medium
client_475,Thomas,Hamilton,client475@ex.com,AB000475123,2023-11-18,active,34,male,medium,2025-03-08,medium
client_476,Lin,Wu,client476@ex.com,AB000476123,2024-01-28,active,25,female,low,2025-04-05,high
client_477,Henri,Fournier,client477@ex.com,AB000477123,2023-05-05,active,41,male,high,2025-02-28,high
client_478,Gabriela,Mendoza,client478@ex.com,AB000478123,2024-09-15,active,32,female,medium,2025-04-25,medium
client_479,Alexei,Popov,client479@ex.com,AB000479123,2023-03-25,active,38,male,medium,2025-03-15,medium
client_480,Emma,Sullivan,client480@ex.com,AB000480123,2024-06-05,active,29,female,medium,2025-04-12,medium
client_481,Antonio,Ferraro,client481@ex.com,AB000481123,2023-10-15,active,33,male,medium,2025-03-20,medium
client_482,Katharina,Weber,client482@ex.com,AB000482123,2024-02-28,active,26,female,low,2025-04-05,high
client_483,Yuto,Takahashi,client483@ex.com,AB000483123,2023-07-15,active,40,male,high,2025-03-10,high
client_484,Lucia,Gutierrez,client484@ex.com,AB000484123,2024-05-22,active,31,female,medium,2025-04-22,medium
client_485,Felix,Wolf,client485@ex.com,AB000485123,2023-12-01,active,37,male,medium,2025-03-25,medium
client_486,Tatiana,Morozova,client486@ex.com,AB000486123,2024-10-18,active,28,female,medium,2025-04-28,medium
client_487,Alexander,Spencer,client487@ex.com,AB000487123,2023-04-08,active,44,male,high,2025-02-18,high
client_488,Audrey,Petit,client488@ex.com,AB000488123,2024-08-08,active,25,female,low,2025-04-20,high
client_489,Diego,Suarez,client489@ex.com,AB000489123,2023-09-15,active,32,male,medium,2025-03-18,medium
client_490,Lena,Schwarz,client490@ex.com,AB000490123,2024-03-25,active,27,female,medium,2025-04-08,medium
client_491,Mikhail,Volkov,client491@ex.com,AB000491123,2023-06-18,active,39,male,medium,2025-03-01,medium
client_492,Olivia,Murray,client492@ex.com,AB000492123,2024-11-05,active,26,female,low,2025-04-30,high
client_493,Kenji,Nakamura,client493@ex.com,AB000493123,2023-01-28,active,43,male,high,2025-02-20,high
client_494,Sofia,Vargas,client494@ex.com,AB000494123,2024-04-12,active,30,female,medium,2025-04-15,medium
client_495,Jan,Huber,client495@ex.com,AB000495123,2023-08-05,active,36,male,medium,2025-03-22,medium
client_496,Anastasia,Kozlova,client496@ex.com,AB000496123,2024-07-15,active,28,female,medium,2025-04-18,medium
client_497,Daniel,Morris,client497@ex.com,AB000497123,2023-11-25,active,35,male,medium,2025-03-08,medium
client_498,Jia,Wang,client498@ex.com,AB000498123,2024-01-08,active,24,female,low,2025-04-05,high
client_499,François,Blanc,client499@ex.com,AB000499123,2023-05-15,active,40,male,high,2025-02-28,high
client_500,Valentina,Rojas,client500@ex.com,AB000500123,2024-09-25,active,31,female,medium,2025-04-25,medium
client_501,Dmitri,Petrov,client501@ex.com,AB000501123,2023-03-08,active,37,male,medium,2025-03-15,medium
client_502,Charlotte,Adams,client502@ex.com,AB000502123,2024-06-15,active,29,female,medium,2025-04-12,medium
client_503,Roberto,Bruno,client503@ex.com,AB000503123,2023-10-25,active,34,male,medium,2025-03-20,medium
client_504,Julia,Müller,client504@ex.com,AB000504123,2024-02-05,active,25,female,low,2025-04-05,high
client_505,Haruki,Watanabe,client505@ex.com,AB000505123,2023-07-25,active,41,male,high,2025-03-10,high
client_506,Elena,Romero,client506@ex.com,AB000506123,2024-05-05,active,30,female,medium,2025-04-22,medium
client_507,Stefan,Schmidt,client507@ex.com,AB000507123,2023-12-12,active,38,male,medium,2025-03-25,medium
client_508,Olga,Petrova,client508@ex.com,AB000508123,2024-10-28,active,27,female,medium,2025-04-28,medium
client_509,Christopher,Collins,client509@ex.com,AB000509123,2023-04-15,active,45,male,high,2025-02-18,high
client_510,Marie,Lambert,client510@ex.com,AB000510123,2024-08-18,active,26,female,low,2025-04-20,high
client_511,Carlos,Jimenez,client511@ex.com,AB000511123,2023-09-25,active,32,male,medium,2025-03-18,medium
client_512,Hannah,Klein,client512@ex.com,AB000512123,2024-03-01,active,28,female,medium,2025-04-08,medium
client_513,Sergey,Orlov,client513@ex.com,AB000513123,2023-06-28,active,40,male,medium,2025-03-01,medium
client_514,Rebecca,Gibson,client514@ex.com,AB000514123,2024-11-15,active,25,female,low,2025-04-30,high
client_515,Ryo,Ito,client515@ex.com,AB000515123,2023-01-08,active,42,male,high,2025-02-20,high
client_516,Lucia,Mendez,client516@ex.com,AB000516123,2024-04-22,active,30,female,medium,2025-04-15,medium
client_517,Niklas,Fischer,client517@ex.com,AB000517123,2023-08-15,active,35,male,medium,2025-03-22,medium
client_518,Irina,Sokolova,client518@ex.com,AB000518123,2024-07-25,active,27,female,medium,2025-04-18,medium
client_519,Matthew,Crawford,client519@ex.com,AB000519123,2023-11-05,active,34,male,medium,2025-03-08,medium
client_520,Xiu,Chen,client520@ex.com,AB000520123,2024-01-18,active,26,female,low,2025-04-05,high
client_521,Louis,Leroy,client521@ex.com,AB000521123,2023-05-25,active,41,male,high,2025-02-28,high
client_522,Carolina,Flores,client522@ex.com,AB000522123,2024-09-01,active,32,female,medium,2025-04-25,medium
client_523,Igor,Mikhailov,client523@ex.com,AB000523123,2023-03-18,active,38,male,medium,2025-03-15,medium
client_524,Zoe,Fletcher,client524@ex.com,AB000524123,2024-06-25,active,29,female,medium,2025-04-12,medium
